"";"Binomial.1.2";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"Imputed.Status"
"331";"Atelerix_sclateri";"Eulipotyphla";"Erinaceidae";"Atelerix";"sclateri";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";436,5;"Reported";"Global Ecology and Biogeography 18 :19-29 (2009)";NA;NA;"Occurs on mainland";"LC";"No";30;50;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"332";"Ateles_belzebuth";"Primates";"Atelidae";"Ateles";"belzebuth";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";5000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"EN"
"333";"Ateles_chamek";"Primates";"Atelidae";"Ateles";"chamek";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";6000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"EN"
"334";"Ateles_fusciceps";"Primates";"Atelidae";"Ateles";"fusciceps";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";9100;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"CR";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"CR"
"335";"Ateles_geoffroyi";"Primates";"Atelidae";"Ateles";"geoffroyi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";5284,9;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"EN"
"336";"Ateles_hybridus";"Primates";"Atelidae";"Ateles";"hybridus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";8675;"Reported";"IUCN species fact sheet";NA;NA;"Occurs on mainland";"CR";"No";90;0;10;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";"CR"
"337";"Ateles_marginatus";"Primates";"Atelidae";"Ateles";"marginatus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";6000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"EN"
"338";"Ateles_paniscus";"Primates";"Atelidae";"Ateles";"paniscus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";7900,1;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"VU";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"VU"
"339";"Atelocynus_microtis";"Carnivora";"Canidae";"Atelocynus";"microtis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";7750;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";20;80;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"NT"
"340";"Atherurus_africanus";"Rodentia";"Hystricidae";"Atherurus";"africanus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1934;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"341";"Atherurus_macrourus";"Rodentia";"Hystricidae";"Atherurus";"macrourus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";2000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"342";"Atilax_paludinosus";"Carnivora";"Herpestidae";"Atilax";"paludinosus";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3300;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;60;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"343";"Atlantoxerus_getulus";"Rodentia";"Sciuridae";"Atlantoxerus";"getulus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";251;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"344";"Auliscomys_boliviensis";"Rodentia";"Cricetidae";"Auliscomys";"boliviensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";65,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";50;0;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"345";"Auliscomys_pictus";"Rodentia";"Cricetidae";"Auliscomys";"pictus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";54,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";50;0;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"346";"Auliscomys_sublimis";"Rodentia";"Cricetidae";"Auliscomys";"sublimis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";38;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";50;0;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"347";"Austronomus_australis";"Chiroptera";"Molossidae";"Austronomus";"australis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";31,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"348";"Austronomus_kuboriensis";"Chiroptera";"Molossidae";"Austronomus";"kuboriensis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";25,9;"Reported";"Flannery TM. Mammals of New Guinea (1995)";NA;NA;"Occurs on large land bridge islands";"LC";"No";0;0;100;"Transformed 000 Species";"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.";"LC"
"349";"Avahi_betsileo";"Primates";"Indriidae";"Avahi";"betsileo";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1050;"Reported";"Special Publications of The Museum of Texas Tech University 51: 1-60 (2007)";NA;NA;"Occurs only on isolated islands";"EN";"No";100;0;0;"Imputed 000 Species";"PHYLACINE 1.2";"EN"
"350";"Avahi_cleesei";"Primates";"Indriidae";"Avahi";"cleesei";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";830;"Reported";"Garbutt N. Mammals of Madagascar a Complete Guide (2007)";NA;NA;"Occurs only on isolated islands";"EN";"No";100;0;0;"Transformed 000 Species";"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.";"EN"
"351";"Avahi_laniger";"Primates";"Indriidae";"Avahi";"laniger";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1300;"Reported";"Garbutt N. Mammals of Madagascar a Complete Guide (2007)";NA;NA;"Occurs only on isolated islands";"VU";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"VU"
"352";"Avahi_meridionalis";"Primates";"Indriidae";"Avahi";"meridionalis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1060;"Reported";"Special Publications of The Museum of Texas Tech University 51: 1-60 (2007)";NA;NA;"Occurs only on isolated islands";"EN";"No";100;0;0;"Transformed 000 Species";"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.";"EN"
"353";"Avahi_mooreorum";"Primates";"Indriidae";"Avahi";"mooreorum";1;0;0;0;"Imputed";"PHYLACINE 1.2";920;"Reported";"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.";NA;NA;"Occurs only on isolated islands";"EN";"No";100;0;0;"Imputed 000 Species";"PHYLACINE 1.2";"EN"
"354";"Avahi_occidentalis";"Primates";"Indriidae";"Avahi";"occidentalis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";850;"Reported";"Garbutt N. Mammals of Madagascar a Complete Guide (2007)";NA;NA;"Occurs only on isolated islands";"EN";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"EN"
"355";"Avahi_peyrierasi";"Primates";"Indriidae";"Avahi";"peyrierasi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";920;"Reported";"Special Publications of The Museum of Texas Tech University 51: 1-60 (2007)";NA;NA;"Occurs only on isolated islands";"VU";"No";100;0;0;"Transformed 000 Species";"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.";"VU"
"356";"Avahi_ramanantsoavanai";"Primates";"Indriidae";"Avahi";"ramanantsoavanai";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";980;"Reported";"Special Publications of The Museum of Texas Tech University 51: 1-60 (2007)";NA;NA;"Occurs only on isolated islands";"VU";"No";100;0;0;"Imputed 000 Species";"PHYLACINE 1.2";"VU"
"357";"Avahi_unicolor";"Primates";"Indriidae";"Avahi";"unicolor";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";850;"Reported";"Garbutt N. Mammals of Madagascar a Complete Guide (2007)";NA;NA;"Occurs only on isolated islands";"EN";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"EN"
"358";"Axis_axis";"Cetartiodactyla";"Cervidae";"Axis";"axis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";66172,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"359";"Axis_calamianensis";"Cetartiodactyla";"Cervidae";"Axis";"calamianensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";40500;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"EN";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"EN"
"360";"Axis_kuhlii";"Cetartiodactyla";"Cervidae";"Axis";"kuhlii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";55000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"CR";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"CR"
"361";"Axis_porcinus";"Cetartiodactyla";"Cervidae";"Axis";"porcinus";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";34127,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"EN"
"364";"Babyrousa_babyrussa";"Cetartiodactyla";"Suidae";"Babyrousa";"babyrussa";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1e+05;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"VU";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"VU"
"365";"Babyrousa_celebensis";"Cetartiodactyla";"Suidae";"Babyrousa";"celebensis";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";84327,5;"Assumed isometric based on skull size";"Asian Wild Pig News 2: 33-39 (2002)";"Babyrousa_babyrussa";"Asian Wild Pig News 2: 33-39 (2002)";"Occurs only on isolated islands";"VU";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"VU"
"366";"Babyrousa_togeanensis";"Cetartiodactyla";"Suidae";"Babyrousa";"togeanensis";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";113762,8;"Assumed isometric based on skull size";"Asian Wild Pig News 2: 33-39 (2002)";"Babyrousa_babyrussa";"Asian Wild Pig News 2: 33-39 (2002)";"Occurs only on isolated islands";"EN";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"EN"
"367";"Baiomys_musculus";"Rodentia";"Cricetidae";"Baiomys";"musculus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";9;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"368";"Baiomys_taylori";"Rodentia";"Cricetidae";"Baiomys";"taylori";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"369";"Baiyankamys_habbema";"Rodentia";"Muridae";"Baiyankamys";"habbema";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";90;"Assumed isometric based on head-body length";"Zootaxa 913: 1-20 (2005)";"Baiyankamys_shawmayeri";"Zootaxa 913: 1-20 (2005)";"Occurs on large land bridge islands";"DD";"No";0;50;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"VU"
"370";"Baiyankamys_shawmayeri";"Rodentia";"Muridae";"Baiyankamys";"shawmayeri";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";78,4;"Reported";"Zootaxa 913: 1-20 (2005)";NA;NA;"Occurs on large land bridge islands";"LC";"No";0;50;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"371";"Balaena_mysticetus";"Cetartiodactyla";"Balaenidae";"Balaena";"mysticetus";0;1;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1e+08;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Exclusively marine";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
