"";"species_phylacine";"hedge";"ledge";"hed";"hedge_rank";"ledge_rank";"hed_rank";"ED";"ES";"QEbased";"2Hbased";"termBL";"meanD";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"range_size";"species_currentIUCN"
"4873";"Sorex_ornatus";0,000144042974500007;2,88071544702564;2,88085949000014;3386;1974;2234;5,8274469130952;6,0778886807251;1,25878497839446e-05;1,6258774219427e-05;2,84668;92,3494970330989;"Eulipotyphla";"Soricidae";"Sorex";"ornatus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";428368,95038558;"Sorex ornatus"
"4874";"Sorex_pacificus";3,40061233928201e-05;0,68008846173301;0,680122467856403;5141;4645;4954;3,26824448192048;2,16251416708946;2,85553591005188e-06;3,72653308829982e-06;0,63358;92,3446187009089;"Eulipotyphla";"Soricidae";"Sorex";"pacificus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";6,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";195559,738219504;"Sorex pacificus"
"4875";"Sorex_palustris";2,9721974909375e-05;0,594409776212591;0,5944394981875;5217;4788;5081;3,15114002873645;1,72304681424141;2,71105434070146e-06;3,52399696248737e-06;0,585705;92,3446900025724;"Eulipotyphla";"Soricidae";"Sorex";"palustris";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";13,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";8437005,84889859;"Sorex palustris"
"4876";"Sorex_planiceps";4,85696516672532e-05;0,971344463693396;0,971393033345064;4849;4193;4488;3,6331981029142;2,48037244223595;4,51087903804717e-06;5,93144608925604e-06;0,971315;92,3230435825759;"Eulipotyphla";"Soricidae";"Sorex";"planiceps";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";10,5;"Assumed isometric based on head-body length";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Sorex_minutus";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";121060,790326359;"Sorex planiceps"
"4877";"Sorex_portenkoi";3,40170961555916e-05;0,680307906015677;0,680341923111832;5139;4643;4952;3,08476858624126;1,73678499322891;3,5255166841338e-06;4,56778813095335e-06;0,54375;92,3471954124507;"Eulipotyphla";"Soricidae";"Sorex";"portenkoi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3,7;"Assumed isometric based on skull size";"Canadian Journal of Zoology 60: 1580-1587 (1982)";"Sorex_ugyunak";"Canadian Journal of Zoology 60: 1580-1587 (1982)";"Occurs on mainland";"DD";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";232809,212166076;"Sorex portenkoi"
"4878";"Sorex_preblei";9,88199306936669e-05;1,97629979394264;1,97639861387334;3922;2780;3085;4,52160076214336;4,51991929641724;9,19880929009483e-06;1,2185517737262e-05;1,93528;92,3478673495112;"Eulipotyphla";"Soricidae";"Sorex";"preblei";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3,1;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";931236,848664304;"Sorex preblei"
"4879";"Sorex_pribilofensis";0,318204954795;0,439425889955;0,75763084475;864;5007;4818;3,29530118701077;2,05178903553009;3,68607681605042e-06;4,87404599960385e-06;0,75763;92,3478225673126;"Eulipotyphla";"Soricidae";"Sorex";"pribilofensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on small land bridge islands";"EN";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";9312,36848664304;"Sorex pribilofensis"
"4880";"Sorex_raddei";0,00038187880234;7,63719416799766;7,6375760468;2379;545;624;9,73813663619953;11,805065632019;3,3767897131451e-05;4,42058811378485e-05;7,541695;92,3352394409192;"Eulipotyphla";"Soricidae";"Sorex";"raddei";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";10;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";484243,161305438;"Sorex raddei"
"4881";"Sorex_roboratus";0,000372458188875;7,44879131931113;7,4491637775;2393;572;651;9,41268950579995;11,1050385687256;3,1938288701169e-05;4,11903927038714e-05;7,195165;92,3334742402675;"Eulipotyphla";"Soricidae";"Sorex";"roboratus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";9,1;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";10802347,4445059;"Sorex roboratus"
"4882";"Sorex_rohweri";0,0003254479347;6,5086332460653;6,508958694;2488;710;802;8,67651503298775;10,6039065109253;3,26509281364685e-05;4,27459716531068e-05;6,30797;92,3581769439204;"Eulipotyphla";"Soricidae";"Sorex";"rohweri";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";5,1;"Assumed isometric based on head-body length";"Mammalian Biology 72: 93-105 (2007)";"Sorex_cinereus";"Mammalian Biology 72: 93-105 (2007)";"Occurs on mainland";"LC";"No";0;30;70;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";111748,421839716;"Sorex rohweri"
"4883";"Sorex_samniticus";0,000311672;6,233128328;6,23344;2526;757;855;7,42895795624047;9,1838692515564;2,11910458667658e-05;2,72545876124142e-05;6,23344;92,3255307160007;"Eulipotyphla";"Soricidae";"Sorex";"samniticus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";8,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";325932,897032506;"Sorex samniticus"
"4884";"Sorex_satunini";2,12995363418394e-05;0,425969427300446;0,425990726836788;5352;5029;5281;2,45767316087703;1,22238632541895;1,62640115867045e-06;2,11376279882829e-06;0,425975;92,3199094614989;"Eulipotyphla";"Soricidae";"Sorex";"satunini";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";7,5;"Reported";"American Museum Novitates 3202: 1-15 (1997)";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";717052,373471514;"Sorex satunini"
"4885";"Sorex_saussurei";0,000192246727022345;3,84474229371988;3,84493454044691;3017;1437;1642;8,91345487463845;9,52806306091309;4,97825041390713e-05;6,40829223525631e-05;3,84489;92,4010256302521;"Eulipotyphla";"Soricidae";"Sorex";"saussurei";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";4,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";288683,423085934;"Sorex saussurei"
"4886";"Sorex_sclateri";1,20455542237762;0,0372542914137409;1,24180971379136;452;5428;4034;4,11614789376896;3,32212081764221;7,05968530329516e-06;9,13635524742036e-06;1,22844;92,3479787978048;"Eulipotyphla";"Soricidae";"Sorex";"sclateri";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"CR";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";18624,7369732861;"Sorex sclateri"
"4887";"Sorex_shinto";0,000127543250346224;2,55073746367413;2,55086500692448;3570;2238;2516;4,70850135327903;5,09210704544067;7,93278618433858e-06;1,01826506411389e-05;2,46134;92,3248722208884;"Eulipotyphla";"Soricidae";"Sorex";"shinto";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";5,9;"Reported";"Ohdachi SD, Ishibashi I, Iwasa MA, Saitih T. The Wild Mammals of Japan. (2009)";NA;NA;"Occurs only on isolated islands";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";232809,212166076;"Sorex shinto"
"4888";"Sorex_sinalis";4,73438087828719e-05;0,946828831848656;0,946876175657439;4866;4219;4520;3,78398581929868;3,08404766279221;6,46982367133237e-06;8,53778053297984e-06;0,92181;92,3243672337506;"Eulipotyphla";"Soricidae";"Sorex";"sinalis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";9,4;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";232809,212166076;"Sorex sinalis"
"4889";"Sorex_sonomae";9,27615e-05;1,8551372385;1,85523;4008;2913;3198;3,78870627010119;3,7566014535141;5,51518545473151e-06;7,29713489831874e-06;1,85523;92,3447442462699;"Eulipotyphla";"Soricidae";"Sorex";"sonomae";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";8,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";260746,317626005;"Sorex sonomae"
"4890";"Sorex_stizodon";1,0643092599613;0,0329167812359166;1,09722604119722;508;5440;4265;4,18771653441381;3,54401531826019;6,76793436689343e-06;8,87494395433021e-06;1,082765;92,3367655393586;"Eulipotyphla";"Soricidae";"Sorex";"stizodon";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";5,7;"Assumed isometric based on head-body length";"Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009)";"Sorex_sclateri";"Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009)";"Occurs on mainland";"CR";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";9312,36848664304;"Sorex stizodon"
"4891";"Sorex_tenellus";0,000192518388813875;3,85017525788869;3,8503677762775;3014;1433;1639;7,34359018522624;8,13134763046265;2,24483705966845e-05;2,9198966866679e-05;3,83239;92,3615052332361;"Eulipotyphla";"Soricidae";"Sorex";"tenellus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";148997,895786289;"Sorex tenellus"
"4892";"Sorex_thibetanus";2,9547184223376e-05;0,590914137283297;0,590943684467521;5220;4792;5086;2,86289100744317;1,61067425403595;2,76013496176395e-06;3,59295918399519e-06;0,552295;92,3250210735723;"Eulipotyphla";"Soricidae";"Sorex";"thibetanus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";7,3;"Assumed isometric based on head-body length";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Sorex_minutus";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Occurs on mainland";"DD";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";428368,95038558;"Sorex thibetanus"
"4893";"Sorex_trowbridgii";0,000217988560244442;4,35955321632859;4,35977120488883;2843;1210;1382;9,91060634226278;11,6532897937012;5,21477676254134e-05;6,7315288736081e-05;4,35933;92,3997409560967;"Eulipotyphla";"Soricidae";"Sorex";"trowbridgii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";717052,373471514;"Sorex trowbridgii"
"4894";"Sorex_tundrensis";6,42175499378287e-05;1,28428678120664;1,28435099875657;4504;3671;3968;3,6460604893567;3,07665287763596;5,73707789372884e-06;7,5405772893901e-06;1,28433;92,3212914551535;"Eulipotyphla";"Soricidae";"Sorex";"tundrensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";7,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";18829609,0799922;"Sorex tundrensis"
"4895";"Sorex_ugyunak";4,42354859140502e-05;0,884665482795091;0,884709718281005;4908;4287;4591;3,19390514442832;2,20225252584934;4,17239887647553e-06;5,41159670089845e-06;0,824345;92,3472240876351;"Eulipotyphla";"Soricidae";"Sorex";"ugyunak";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3,6;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2383966,33258062;"Sorex ugyunak"
"4896";"Sorex_unguiculatus";0,000132105250075954;2,64197289626901;2,64210500151909;3501;2144;2410;4,74255282116505;5,26455776054382;8,46684703593042e-06;1,09652212133072e-05;2,52279;92,3251324626993;"Eulipotyphla";"Soricidae";"Sorex";"unguiculatus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";9,9;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1881098,43430189;"Sorex unguiculatus"
"4897";"Sorex_vagrans";0,0001145312791875;2,29051105247081;2,29062558375;3724;2474;2757;4,97384986977579;4,68875878593445;1,08628857777847e-05;1,40450446972354e-05;2,18613;92,3475264851655;"Eulipotyphla";"Soricidae";"Sorex";"vagrans";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";5,9;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1583102,64272932;"Sorex vagrans"
"4898";"Sorex_ventralis";5,22420400597208e-05;1,04478855915436;1,04484080119442;4761;4041;4355;3,9694405412373;3,11654784023285;5,63055485952524e-06;7,3835831355209e-06;0,93054;92,3474132961756;"Eulipotyphla";"Soricidae";"Sorex";"ventralis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";186247,369732861;"Sorex ventralis"
"4899";"Sorex_veraecrucis";0,000193056246524885;3,86093187425117;3,8611249304977;3007;1426;1630;9,0678375418467;10,2077363031006;4,66833515760983e-05;5,95309342997503e-05;3,76168;92,4010018273023;"Eulipotyphla";"Soricidae";"Sorex";"veraecrucis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";7,6;"Assumed isometric based on head-body length";"Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009)";"Sorex_sclateri";"Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009)";"Occurs on mainland";"LC";"No";0;30;70;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";754301,847418086;"Sorex veraecrucis"
"4900";"Sorex_veraepacis";2,8492308018012e-05;0,569817668052222;0,56984616036024;5241;4833;5116;3,32700555840715;2,06195181709766;3,13318578352399e-06;4,1052570091627e-06;0,566305;92,3240656628365;"Eulipotyphla";"Soricidae";"Sorex";"veraepacis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";7,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";297995,791572577;"Sorex veraepacis"
"4901";"Sorex_volnuchini";0,000120291000008043;2,40569970916086;2,40582000016086;3653;2371;2652;4,12362863654279;4,32815137069702;7,65844444534563e-06;9,93136388653397e-06;2,377825;92,3261151569199;"Eulipotyphla";"Soricidae";"Sorex";"volnuchini";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";5,5;"Reported";"American Museum Novitates 3202: 1-15 (1997)";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";828800,79531123;"Sorex volnuchini"
"4902";"Sorex_yukonicus";0,000118422000454429;2,36832158708813;2,36844000908858;3671;2399;2685;4,82882962576097;4,54586990488052;8,76824937450151e-06;1,13947303234035e-05;2,171695;92,3250529574687;"Eulipotyphla";"Soricidae";"Sorex";"yukonicus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1,6;"Reported";"Journal of Mammalogy 78: 811-817 (1997)";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";148997,895786289;"Sorex yukonicus"
"4903";"Soricomys_kalinga";0,000173136406146875;3,46255498653135;3,4627281229375;3137;1614;1846;6,29245627786838;6,22447124925256;4,58002579387002e-07;6,52974590855403e-07;3,43433;76,5046131598354;"Rodentia";"Muridae";"Soricomys";"kalinga";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";25,5;"Reported";"Systematics and Biodiversity 4: 489-501 (2006)";NA;NA;"Occurs only on isolated islands";"LC";"No";0;0;100;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";18624,7369732861;"Soricomys kalinga"
"4904";"Soricomys_musseri";0,000178716927858125;3,57415984023464;3,5743385571625;3107;1561;1789;6,22486540484193;6,16545635564059;4,41417419369463e-07;6,31358399675116e-07;3,569065;76,5042182850283;"Rodentia";"Muridae";"Soricomys";"musseri";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";26,5;"Reported";"Synapsis of Philippine Mammals. archive.fieldmuseum.org";NA;NA;"Occurs only on isolated islands";"LC";"No";12;0;88;"Imputed 000 Species";"PHYLACINE 1.2";65186,5794065013;"Soricomys musseri"
"4905";"Soriculus_nigrescens";0,00043935025;8,78656564975;8,787005;2305;440;516;9,56491679606105;12,4373506604004;3,5765017586504e-05;4,58880240781038e-05;8,787005;92,396504091065;"Eulipotyphla";"Soricidae";"Soriculus";"nigrescens";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";14;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;30;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";409744,213412294;"Soriculus nigrescens"
"4906";"Sotalia_fluviatilis";0,000119295190075;2,38578450630993;2,3859038015;3665,5;2390,5;2674,5;5,6296658278215;5,395287976017;7,00914012750442e-06;9,52502722215981e-06;2,385715;92,8468228125536;"Cetartiodactyla";"Delphinidae";"Sotalia";"fluviatilis";0;0;1;0;"Reported";"Secchi, E. 2012. Sotalia fluviatilis. The IUCN Red List of Threatened Species:e.T190871A17583369. http://dx.doi.org/10.2305/IUCN.UK.2012.RLTS.T190871A17583369.en Downloaded on 28 February 2018.";55000;"Reported";"Flores, P. A. C., et al. 2008. Tucuxi and Guiana Dolphin. Pages 1188-1192 in W. F. Perrin, et al., editors. Encyclopedia of Marine Mammals. Elsevier.";NA;NA;"Occurs on mainland";"DD";"No";0;100;0;"Estimated Observed Species";"Flores, P. A. C., et al. 2008. Tucuxi and Guiana Dolphin. Pages 1188-1192 in W. F. Perrin, et al., editors. Encyclopedia of Marine Mammals. Elsevier.";2477090,01744705;"Sotalia fluviatilis"
"4907";"Sotalia_guianensis";0,000119295190075;2,38578450630993;2,3859038015;3665,5;2390,5;2674,5;5,6296658278215;5,395287976017;7,00914416138668e-06;9,5250272150525e-06;2,385715;92,8468228125536;"Cetartiodactyla";"Delphinidae";"Sotalia";"guianensis";0;1;0;0;"Reported";"Secchi, E. 2012. Sotalia guianensis. The IUCN Red List of Threatened Species:e.T181359A17583662. http://dx.doi.org/10.2305/IUCN.UK.2012.RLTS.T181359A17583662.en Downloaded on 28 February 2018.";80000;"Reported";"Flores, P. A. C., et al. 2008. Tucuxi and Guiana Dolphin. Pages 1188-1192 in W. F. Perrin, et al., editors. Encyclopedia of Marine Mammals. Elsevier.";NA;NA;"Exclusively marine";"DD";"No";0;90;10;"Estimated Observed Species";"Flores, P. A. C., et al. 2008. Tucuxi and Guiana Dolphin. Pages 1188-1192 in W. F. Perrin, et al., editors. Encyclopedia of Marine Mammals. Elsevier.";3305890,81275828;"Sotalia guianensis"
"4908";"Sousa_chinensis";0,012086879;3,009632871;3,02171975;1668;1881;2120;5,25971968408601;4,9066675036335;5,4090049437681e-06;7,37531254506499e-06;2,918925;92,8447488269593;"Cetartiodactyla";"Delphinidae";"Sousa";"chinensis";0;1;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";280000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";0;60;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";21725755,6793382;"Sousa chinensis"
"4909";"Sousa_teuszii";0,146357429;2,780791151;2,92714858;1090;2044;2193;5,25971968408601;4,9066675036335;5,40900130330385e-06;7,37531256623022e-06;2,918925;92,8447488269593;"Cetartiodactyla";"Delphinidae";"Sousa";"teuszii";0;1;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1e+05;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"VU";"No";0;60;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2356029,22712069;"Sousa teuszii"
