;species_phylacine;hedge;ledge;hed;hedge_rank;ledge_rank;hed_rank;ED;ES;QEbased;X2Hbased;termBL;meanD;Order.1.2;Family.1.2;Genus.1.2;Species.1.2;Terrestrial;Marine;Freshwater;Aerial;Life.Habit.Method;Life.Habit.Source;Mass.g;Mass.Method;Mass.Source;Mass.Comparison;Mass.Comparison.Source;Island.Endemicity;IUCN.Status.1.2;Added.IUCN.Status.1.2;Diet.Plant;Diet.Vertebrate;Diet.Invertebrate;Diet.Method;Diet.Source;range_size;species_currentIUCN.x;code;title;species_currentIUCN.y;conservation_classification;Imputed.Status;introduced
1000;Cryptotis_gracilis;0,158105642;3,00400719;3,162112832;1070;1886;2030;5,557942635;5,432239182;1,59E-05;2,05E-05;2,176355;92,41167426;Eulipotyphla;Soricidae;Cryptotis;gracilis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;50;50;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;65186,57941;Cryptotis gracilis;none;none;Cryptotis gracilis;None;VU;no
1001;Cryptotis_griseoventris;0,068862035;1,308378657;1,377240692;1320;3640;3842;4,607580061;4,009358868;1,21E-05;1,57E-05;1,37722;92,41284342;Eulipotyphla;Soricidae;Cryptotis;griseoventris;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;9,5;Reported;Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009);NA;NA;Occurs on mainland;VU;No;0;50;50;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;65186,57941;Cryptotis griseoventris;2.1;Site/area management;Cryptotis griseoventris;2 Land/water management;VU;no
1002;Cryptotis_hondurensis;2,1850983;3,0175167;5,202615;248;1875;1100;7,255914347;8,846102108;2,65E-05;3,46E-05;5,202615;92,41366956;Eulipotyphla;Soricidae;Cryptotis;hondurensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;DD;No;0;50;50;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;9312,368487;Cryptotis hondurensis;none;none;Cryptotis hondurensis;None;EN;no
1003;Cryptotis_magna;0,200402611;3,807649604;4,008052215;1001;1454;1551;6,736911052;8,121857084;2,27E-05;2,96E-05;3,875965;92,41243745;Eulipotyphla;Soricidae;Cryptotis;magna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;50;50;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;55874,21092;Cryptotis magna;2.1;Site/area management;Cryptotis magna;2 Land/water management;VU;no
1004;Cryptotis_mera;0,528559821;0,729915943;1,258475765;713;4556;4002;4,635044743;3,741571281;9,46E-06;1,24E-05;1,25844;92,40190312;Eulipotyphla;Soricidae;Cryptotis;mera;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Assumed isometric based on head-body length;Proceedings of the Biological Society of Washington 116: 853-872 (2003);Cryptotis_nigrescens;Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009);Occurs on mainland;EN;No;0;50;50;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;18624,73697;Cryptotis merus;none;none;Cryptotis merus;None;EN;no
1005;Cryptotis_nelsoni;1,196813062;0,037014837;1,233827899;456;5429;4053;3,898184316;2,93682353;6,40E-06;8,28E-06;1,23378;92,40872218;Eulipotyphla;Soricidae;Cryptotis;nelsoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7,7;Assumed isometric based on head-body length;Proceedings of the Biological Society of Washington 113: 339-355 (2000);Cryptotis_nelsoni;Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009);Occurs on mainland;CR;No;0;0;100;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;9312,368487;Cryptotis nelsoni;1.2;Resource & habitat protection;Cryptotis nelsoni;1 Land/water protection;CR;no
1006;Cryptotis_nelsoni;1,196813062;0,037014837;1,233827899;456;5429;4053;3,898184316;2,93682353;6,40E-06;8,28E-06;1,23378;92,40872218;Eulipotyphla;Soricidae;Cryptotis;nelsoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7,7;Assumed isometric based on head-body length;Proceedings of the Biological Society of Washington 113: 339-355 (2000);Cryptotis_nelsoni;Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009);Occurs on mainland;CR;No;0;0;100;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;9312,368487;Cryptotis nelsoni;2.1;Site/area management;Cryptotis nelsoni;2 Land/water management;CR;no
1007;Cryptotis_peregrina;0,069594208;1,322289944;1,391884152;1318;3627;3818;4,172169649;3,017865131;6,90E-06;9,19E-06;1,20042;92,40867232;Eulipotyphla;Soricidae;Cryptotis;peregrina;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;6,6;Assumed isometric based on head-body length;Proceedings of the Biological Society of Washington 113: 339-355 (2000);Cryptotis_nelsoni;Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009);Occurs on mainland;DD;No;0;0;100;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;37249,47395;Cryptotis peregrina;2.1;Site/area management;Cryptotis peregrina;2 Land/water management;VU;no
1008;Cryptotis_phillipsii;0,066754304;1,268331776;1,33508608;1326;3694;3902;4,038199312;2,921063757;6,88E-06;8,92E-06;1,202825;92,40900125;Eulipotyphla;Soricidae;Cryptotis;phillipsii;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;8;Reported;Proceedings of the Biological Society of Washington 113: 339-355 (2000);NA;NA;Occurs on mainland;VU;No;0;0;100;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;37249,47395;Cryptotis phillipsii;none;none;Cryptotis phillipsii;None;VU;no
1009;Cryptotis_tropicalis;0,063481191;1,206142621;1,269623811;1337;3795;3990;4,661359102;4,01641842;1,13E-05;1,48E-05;1,26922;92,4084893;Eulipotyphla;Soricidae;Cryptotis;tropicalis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;4,5;Assumed isometric based on head-body length;North American Fauna 10: 5-35 (1895);Cryptotis_parva;Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009);Occurs on mainland;DD;No;0;0;100;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;195559,7382;Cryptotis tropicalis;none;none;Cryptotis tropicalis;None;VU;no
1010;Ctenomys_australis;1,077919009;1,488554823;2,566473832;501;3371;2504;5,669586683;4,756945114;1,30E-06;1,84E-06;2,524515;86,82222847;Rodentia;Ctenomyidae;Ctenomys;australis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;361,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;55874,21092;Ctenomys australis;1.1;Site/area protection;Ctenomys australis;1 Land/water protection;EN;no
1011;Ctenomys_australis;1,077919009;1,488554823;2,566473832;501;3371;2504;5,669586683;4,756945114;1,30E-06;1,84E-06;2,524515;86,82222847;Rodentia;Ctenomyidae;Ctenomys;australis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;361,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;55874,21092;Ctenomys australis;2.1;Site/area management;Ctenomys australis;2 Land/water management;EN;no
1012;Ctenomys_azarae;0,171802916;3,264255413;3,436058329;1042;1727;1866;6,075622538;5,570214373;1,56E-06;2,20E-06;3,08159;86,82209342;Rodentia;Ctenomyidae;Ctenomys;azarae;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;128;Reported;Journal of Biogeography 34: 1439-1454 (2007);NA;NA;Occurs on mainland;VU;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;37249,47395;Ctenomys azarae;1.1;Site/area protection;Ctenomys azarae;1 Land/water protection;VU;no
1013;Ctenomys_bergi;0,242597716;4,609356603;4,851954319;950;1123;1205;6,668144125;6,302710462;1,98E-06;2,81E-06;4,214015;86,82072141;Rodentia;Ctenomyidae;Ctenomys;bergi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;100,5;Reported;Journal of Biogeography 34: 1439-1454 (2007);NA;NA;Occurs on mainland;VU;No;100;0;0;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;37249,47395;Ctenomys bergi;none;none;Ctenomys bergi;None;VU;no
1014;Ctenomys_bonettoi;1,796497762;2,480877861;4,277375623;311;2300;1423;6,316674723;6,018572106;1,70E-06;2,39E-06;3,62938;86,82033403;Rodentia;Ctenomyidae;Ctenomys;bonettoi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;142,5;Reported;Journal of Biogeography 34: 1439-1454 (2007);NA;NA;Occurs on mainland;EN;No;100;0;0;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;18624,73697;Ctenomys bonettoi;1.1;Site/area protection;Ctenomys bonettoi;1 Land/water protection;EN;no
1015;Ctenomys_colburni;0,752005163;1,038483321;1,790488484;609;4055;3263;4,266506495;3,718395448;5,77E-07;8,20E-07;1,64806;86,79769982;Rodentia;Ctenomyidae;Ctenomys;colburni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;129,2;Assumed isometric based on head-body length;Journal of Biogeography 34: 1439-1454 (2007);Ctenomys_coyhaiquensis;Journal of Biogeography 34: 1439-1454 (2007);Occurs on mainland;DD;No;100;0;0;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;9312,368487;Ctenomys colburni;none;none;Ctenomys colburni;None;EN;no
1016;Ctenomys_coyhaiquensis;0,070498793;1,339477064;1,409975857;1313;3595;3781;3,738686674;2,860265025;4,93E-07;6,98E-07;1,24588;86,78955663;Rodentia;Ctenomyidae;Ctenomys;coyhaiquensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;128;Reported;Journal of Biogeography 34: 1439-1454 (2007);NA;NA;Occurs on mainland;DD;No;100;0;0;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;37249,47395;Ctenomys coyhaiquensis;none;none;Ctenomys coyhaiquensis;None;VU;no
1017;Ctenomys_famosus;0,319974827;0,441869999;0,761844825;861;5004;4808;2,457865049;1,426633336;9,40E-08;1,34E-07;0,608485;86,77846746;Rodentia;Ctenomyidae;Ctenomys;famosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;132,7;Assumed isometric based on head-body length;Annals and Magazine of Natural History 9 6: 417-422 (1920);Ctenomys_fulvus;Journal of Biogeography 34: 1439-1454 (2007);Occurs on mainland;DD;No;100;0;0;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;9312,368487;Ctenomys famosus;none;none;Ctenomys famosus;None;EN;no
1018;Ctenomys_flamarioni;2,393186325;3,304876353;5,698062678;212;1709;979;7,856336064;8,609201203;2,79E-06;3,93E-06;5,47308;86,82270459;Rodentia;Ctenomyidae;Ctenomys;flamarioni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;277,8;Reported;Journal of Mammalogy 88: 935-945 (2007);NA;NA;Occurs on mainland;EN;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;65186,57941;Ctenomys flamarioni;none;none;Ctenomys flamarioni;None;EN;no
1019;Ctenomys_fochi;0,183960002;3,495240031;3,679200033;1024;1593;1741;7,23600958;7,405849881;1,99E-06;2,80E-06;3,63158;86,82147391;Rodentia;Ctenomyidae;Ctenomys;fochi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;174,6;Assumed isometric based on head-body length;Annals and Magazine of Natural History 9 3: 115-118 (1919);Ctenomys_mendocinus;Journal of Biogeography 34: 1439-1454 (2007);Occurs on mainland;DD;No;100;0;0;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;18624,73697;Ctenomys fochi;none;none;Ctenomys fochi;None;VU;no
1020;Ctenomys_fodax;0,067558016;1,283602306;1,351160322;1323;3672;3879;3,726617215;2,854027104;4,57E-07;6,54E-07;1,268785;86,78968234;Rodentia;Ctenomyidae;Ctenomys;fodax;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;112,6;Assumed isometric based on head-body length;Journal of Biogeography 34: 1439-1454 (2007);Ctenomys_coyhaiquensis;Journal of Biogeography 34: 1439-1454 (2007);Occurs on mainland;DD;No;100;0;0;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;37249,47395;Ctenomys fodax;none;none;Ctenomys fodax;None;VU;no
1021;Ctenomys_johannis;0,337607788;0,466220279;0,803828067;845;4965;4722;2,40115417;1,589814848;1,28E-07;1,82E-07;0,672595;86,77858343;Rodentia;Ctenomyidae;Ctenomys;johannis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;245,2;Assumed isometric based on head-body length;Annals and Magazine of Natural History 9 7: 523-524 (1921);Ctenomys_fulvus;Journal of Biogeography 34: 1439-1454 (2007);Occurs on mainland;DD;No;100;0;0;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;9312,368487;Ctenomys johannis;none;none;Ctenomys johannis;None;EN;no
1022;Ctenomys_juris;0,20789388;3,949983712;4,157877592;989;1376;1466;5,910016436;6,185975496;1,14E-06;1,62E-06;4,157845;86,79125439;Rodentia;Ctenomyidae;Ctenomys;juris;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;92;Reported;Journal of Biogeography 34: 1439-1454 (2007);NA;NA;Occurs on mainland;DD;No;100;0;0;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;18624,73697;Ctenomys juris;none;none;Ctenomys juris;None;VU;no
1023;Ctenomys_lami;0,190436589;3,618295184;3,808731773;1014;1543;1664;7,369608428;7,035407027;1,99E-06;2,79E-06;3,589395;86,80913884;Rodentia;Ctenomyidae;Ctenomys;lami;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;238,5;Reported;Studies on Neotropical Fauna and Environment 36: 1-8 (2001);NA;NA;Occurs on mainland;VU;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;46561,84243;Ctenomys lami;none;none;Ctenomys lami;None;VU;no
1024;Ctenomys_latro;0,108507749;2,06164724;2,17015499;1179;2697;2865;4,242210099;3,836598738;5,70E-07;8,13E-07;2,04651;86,78890183;Rodentia;Ctenomyidae;Ctenomys;latro;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;192;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;100;0;0;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;46561,84243;Ctenomys latro;none;none;Ctenomys latro;None;VU;no
